url,query,annotation
data/quic360/train/images/27643662122_c73f5254bc_o.jpg,arthitecture,A single arched doorway with several wide steps shows where people are meant to enter and exit the exhibit.
data/quic360/train/images/31716084290_9877b9507b_o.jpg,building,"Directly in front of my view is a pool, which I can partially see because there are trees obstructing it."
data/quic360/train/images/38239295692_b8a96da019_o.jpg,trees,there are varieties of trees surrounding the business buildings and are beautifying them
data/quic360/train/images/36344987741_010a934ca6_o.jpg,trees,A skinny tree near the lake is standing in the red grass that is by a white paper on the ground .
data/quic360/train/images/5834832969_50e5c7ea35_o.jpg,what they are doing,"People are working on the bridge now or a structure at the end of it, using a crane, and materials here."
data/quic360/train/images/2210558032_17a9a0061c_o.jpg,interior,The original circuit breakers in a large abandoned building are still visible.
data/quic360/train/images/6243601353_79544623ed_o.jpg,weather,The weather outside is overcast. The sky is cloudy and grey. The sun isn't out.
data/quic360/train/images/48799546976_a0db21f553_o.jpg,weather,"The weather is sunny. It is good to take sun bath. If we go for a trip, it is enjoyable"
data/quic360/train/images/7522832050_ee3faffd8a_b.jpg,interior,the lighting of the room is gorgeous. the lights give a certain feel of comfort about the room.
data/quic360/train/images/48281747752_45238c0116_k.jpg,building,"This is the building, across from the garden, it is acid washed and auburn in color, and sits next to a group of trees."
data/quic360/train/images/48038346526_1540d08513_o.jpg,arthitecture,There is a white church with a cross on top of it. There are also large brick walls in front.
data/quic360/train/images/4681731672_d147c70fc6_o.jpg,people,A man wearing a black shirt and an orange vest is holding a video camera in front of the stage.
data/quic360/train/images/32431763862_c7caa78301_f.jpg,cars,a person in jacket standing in the middle of a snowy road in between a sedan car and a white minivan
data/quic360/train/images/2449188380_46f585f5b1_4k.jpg,weather,It is a bright and sunny day.  You can see how the sunlight is illuminating all the plants that are growing near the path.
data/quic360/train/images/5511086055_6cc8ec2c16_o.jpg,houses,"In the center of the valley, there are several types of houses that are all connected by roads."
data/quic360/train/images/36834145585_0e86e0c8a5_o.jpg,garden,"This desert garden is a round area with a circle of trees in full bloom, their leaves an almost impossible-to-imagine fluorescent green."
data/quic360/train/images/5270879211_72e02b260c_o.jpg,building,There are tall buildings that can be seen from far
data/quic360/train/images/36153994230_0f4a474d85_f.jpg,building,There are many buildings which look like a businesses enterprise and there are streets between the buildings
data/quic360/train/images/12022584943_e6b7ef7f21_f.jpg,building,A tall wide sliver building a glow of sunshine on it and a big shadow
data/quic360/train/images/4857343921_594fdbb466_o.jpg,cars,A silver sedan is parked against the curb . It has four doors and a rounded top. It is parked behind a black station wagon.
data/quic360/train/images/51548592896_c4d11d0ba4_o.jpg,mountains,A mountainous area surrounds this point.  The mountains are at a low elevation and have grass growing on them.
data/quic360/train/images/50804900862_ce549571d9_o.jpg,interior,It is beautified with various monuments and has a very beautiful wall and floor finishing
data/quic360/train/images/3139566972_4e669ca73e_k.jpg,weather,"The weather is likely very cold when this picture was taken. The sky is grey with thick, heavy clouds."
data/quic360/train/images/2664839807_16e603bc74_o.jpg,interior,The inside of the tent is white and red. There is a large sleeping bag for two and a baby crate.
data/quic360/train/images/43033942310_fe81f6c485_f.jpg,cars,A single car is parked in a circular driveway on what appears to be a deserted island.
data/quic360/train/images/34458261223_20f1fe64df_k.jpg,small objects,Small wax candles (like those used in churches) are arranged at the top of a tall folding table.
data/quic360/train/images/3824980831_cf26682bc9_k.jpg,cars,A long shutter speed has been used so that passing vehicles appear as streaks of red and white ghostly light.
data/quic360/train/images/28137860081_f4730357d5_f.jpg,planes,Several single engine planes are on exhibit parked in a field at an air show being held on a farm on a summer's day.
data/quic360/train/images/15821019601_35e0ca2aeb_o.jpg,location,This is a forest that is full of trees. They vary in shapes and sizes. The forest floor is covered with grass.
data/quic360/train/images/16372536902_b77cf2aa67_o.jpg,landscape,"Several boats, covered now in tarp for the cooler months are tied up to a dock in  canal."
data/quic360/train/images/3034615471_7448d35bfd_k.jpg,landscape,the terrain indicates a flat land without any trees to block the wind flow
data/quic360/train/images/14964545792_6e75dce493_f.jpg,monuments,A large statue of a beluga whale rises high near the stairs of a large gray building.
data/quic360/train/images/48474864501_d19355779e_o.jpg,interior,"This is the inside of a bookstore or library. There are bookshelves all around the walls, as well as lower bookshelves in the middle of the room."
data/quic360/train/images/3332294833_0415df955e_b.jpg,weather,"The sky is clear with a light hint of blue.  There are swirls of clouds in the sky, but it is otherwise a clear day."
data/quic360/train/images/29914774880_328830df92_o.jpg,building,The buildings mainly consists of houses of all types and colors. The majority are white with grey roofs.
data/quic360/train/images/3607483566_7c378d3997_o.jpg,what they are doing,These people are shopping and enjoying leisure time at at outdoor event of some kind. There are booths and many people walking around in all directions.
data/quic360/train/images/1890640013_a41d0e9f8c_o.jpg,houses,There are houses around this cemetary and they are small and have windows and doors.
data/quic360/train/images/7288223364_4177c9c46d_o.jpg,people,The group of people are watching the bikers from behind a metal gate.
data/quic360/train/images/6264765128_b0e9e3bf6d_o.jpg,building,"series of building with two solar plate on one of them, a dog house all on top of a mountain with a walk path leading down the mountain"
data/quic360/train/images/31913348240_c6b39b9048_o.jpg,weather,The weather is sunny with a few feathery clouds in the sky. It is cold with a light covering of snow on the ground. The sun is rather low in the sky and can be seen poking between a couple of the trees.
data/quic360/train/images/543721167_53248c7173_o.jpg,weather,the sun rays through the trees indicates that its summer season
data/quic360/train/images/7191230836_d511ec382d_k.jpg,cars,A grey car is parked on the soil dirt with the trunk open in the daylight hours.
data/quic360/train/images/4186859541_437542ef2d_k.jpg,weather,"The tropical day is bright and sunny, under a cloudless, doubtless warm, blue sky."
data/quic360/train/images/50333140066_8779f0ba4e_o.jpg,rivers,A small river is flowing near big boulder rocks with algae on it on a cloudy day
data/quic360/train/images/5342239906_445dd745a6_o.jpg,small objects,The small objects in this landscape look like graves or memorial stones. They are thin and scattered thoughout a yard.
data/quic360/train/images/3234431249_804bf41133_o.jpg,mountains,"The mountain area are covered with ice , because it is winter season there , it would be very cold there"
data/quic360/train/images/34614834896_0235b03493_f.jpg,location,This is a barren street devoid of people or cars. There is a wall covered in colorful graffiti.
data/quic360/train/images/42638561091_f49fbd1c83_o.jpg,art,There is a lit up figure in front of the trees. It has multiple shades of blue and appears to look a bit like a bird.
data/quic360/train/images/8668996123_f0e3460622_o.jpg,building,"This is a church building on top of a hill.  The building front has a small, brick-paved plaza that continues to a parking area on the side."
data/quic360/train/images/50755169722_f4b7ff3f9f_o.jpg,trees,This is a forest of mostly pine trees. There are a few firs and one deciduous tree.  The trees all look less than twenty years old.
data/quic360/train/images/40486000064_1d6f813b7b_f.jpg,what they are doing,People here are tourists most likely. At least one stands before the giant door of the building looking at a plaque which explains details of the building.
data/quic360/train/images/3676455210_a16efb2709_k.jpg,houses,The houses in the neighborhood are all small one-story single-family homes.
data/quic360/train/images/16127295516_b25df50d46_f.jpg,plants,"The resort is covered in tall palm trees. There are also many small, green bushes that are lining the walkways."
data/quic360/train/images/1334969843_0dc0741029_o.jpg,trees,The area has a lot of tall trees resting in the forest as the statue is resting.
data/quic360/train/images/34513119621_317cd5df5e_f.jpg,traffic,"the highway with cars and traffic sign in between two building with rounded corners, and next to the building from both end is an overhead bridge"
data/quic360/train/images/10373185633_e33edde33b_f.jpg,weather,"The day looks to be perfect beach weather, with a cloudless blue sky, fresh breezes, and sparkling beachfront waters."
data/quic360/train/images/51297561305_8bcff03d91_f.jpg,interior,The interior of this building has large arched windows with elaborate designs on the ceilings and the walls. There is a checkerboard marble floor.
data/quic360/train/images/48680554482_8cf5670ae2_o.jpg,building,"An apartment building with outside terraces, each floor identical to the one below, rises at least 50 stories above a city."
data/quic360/train/images/674988875_8fe70f6086_o.jpg,building,white three-story structure with open patios illuminated by indoor light facing large fountain.
data/quic360/train/images/27965678044_27e03b2368_f.jpg,trees,A tall brown tree with green leaves is near the playground with wooden roof.
data/quic360/train/images/30432919861_9174e4dbfd_o.jpg,rivers,Several small rivers converge into a series of islets where small huts have been built.
data/quic360/train/images/49637010316_0922fff627_f.jpg,weather,The sky is mostly covered with clouds. The sun appears to be setting in the distance.
data/quic360/train/images/32108625618_fd1b7d98fd_o.jpg,furniture,There is a slatted wooden park bench on the hill to the right of the stone stairway.
data/quic360/train/images/4473857840_5be1a126e7_o.jpg,weather,"It is a late winter day, the trees still bare, the sky a washed-out blue, and these flowers exhibit the first sign of spring."
data/quic360/train/images/41056622745_7f89d3da85_f.jpg,cars,Several cars and many blue and white municipal buses drive past a large white casino building in a city.
data/quic360/train/images/2211550279_628f878508_k.jpg,people,A small boy in a yellow sweater stands near a temple passageway with his arms held in front of him.
data/quic360/train/images/48637610631_543e620649_o.jpg,people,"There are several people overlooking the monument over the railings, as well as others walking up the winding pathway."
data/quic360/train/images/4447826465_208eca4c15_k.jpg,furniture,"Crude wooden tables, a small one stacked on another one, littered with dust, in need of painting and being cared for."
data/quic360/train/images/2578304604_5748f54e5e_o.jpg,trees,"There is a grove of trees near the ruins. The trees are all medium sized. Many are lush with leaves, but there is a dead one with very few leaves."
data/quic360/train/images/48693767647_7ce1a268a1_o.jpg,stores,There are many stores along this street side. One main building looking like a store front is yellow. There are large windows to a store front across the street as well.
data/quic360/train/images/8629034337_dbe887fcf6_f.jpg,garden,"The concrete city is line with trees, most of which are pink cherry blossom type trees, giving the city color."
data/quic360/train/images/37152858424_50b9ab6f38_o.jpg,location,"The location was very nice and good looking place, so like it"
data/quic360/train/images/2652233143_a741ce9d40_o.jpg,animals,There is a grey pigeon walking on the street in front of a monument.
data/quic360/train/images/39810593774_6dbc4fde7c_f.jpg,trees,"There are many tall trees in all directions. Most of them seem to be bare, with only a few pines. Also, there are several cut logs in a pile in one direction, covered in snow."
data/quic360/train/images/46976714624_a0e0bd81cf_o.jpg,building,a pillar leading a staircase upward with a steel handrail and a window opening on the right next to the handrail
data/quic360/train/images/4229944481_cd178ae37f_k.jpg,people,There are a small group of men seated at a booth/ table eating pizzas with sodas.
data/quic360/train/images/49548981242_bcfc829052_f.jpg,landscape,The landscape is very hilly and rocky and next to what seems to be a large sea. It looks like it could be somewhere in Greece.
data/quic360/train/images/3956433874_c51325ee92_3k.jpg,trees,The trees in this forest are very tall and seem to be evergreen trees and fir trees.
data/quic360/train/images/4280134214_b45469640b_o.jpg,houses,"Looking across the water a white barn in visible nearer the water, which swerves as its faithful mirror.."
data/quic360/train/images/32812699466_caa442f7c2_o.jpg,rivers,There is a river that is running under the bridge.  There is little wake in the water and it appears to be relatively calm.  It is not all that wide.
data/quic360/train/images/51148406864_80f8f2961a_f.jpg,people,The people are wearing football jerseys seated at booths while eating and watching a football game on a large thater screen.
data/quic360/train/images/2663653831_7919d80df5_o.jpg,cars,"There are several cars parked on the street, but not a lot of traffic. One of the cars looks like an antique from the 1960's."
data/quic360/train/images/2750689867_599336173e_3k.jpg,rivers,There is a calm river that flows under the bridge and through the large city.
data/quic360/train/images/29902143334_c1768b6078_h.jpg,weather,"The sky is very hazy. It is all the way thick gray clouds. There is no blue sky to be seen. There is no rain, wind or snow. The sunlight can barely get through the clouds."
data/quic360/train/images/4168160383_0f45207562_o.jpg,location,the interior of the room is that of a lounge made for relaxation and hangout
data/quic360/train/images/7932096878_727b59ff1f_o.jpg,art,"There is a very long graffiti covered wall. The graffiti has many colored words, including white, black, red and blue."
data/quic360/train/images/47956861386_df21405043_f.jpg,weather,This is a bright day.  The sky is a bright blue color and there are bright white clouds dotting the sky.
data/quic360/train/images/3517577274_3e7628a3fb_o.jpg,weather,It is a mostly overcast day in a mangrove forest.  Rain is unlikely because tinges of blue sky can be seen through the some of the cloud cover.
data/quic360/train/images/2184054245_adb54be1ff_5k.jpg,building,This is a view of the Koji Pagoda in Japan from a tree-lined walkway on a winter day. The pagoda has five stories and is topped by tower-like decorative mast.
data/quic360/train/images/42142733642_a4e420f767_f.jpg,monuments,There is a giant white monument in the middle of the park. It sits on a gray base.
data/quic360/train/images/50189780692_63c9fa1b12_f.jpg,lake,"A medium sized to small sized lake is seen here, surrounded by trees, and grass, with several boats in it's waters."
data/quic360/train/images/47794656092_2c960b5e52_o.jpg,building,This is a small restaurant building in an outdoor shopping mall.  The building is surrounded by floor-to-ceiling glass. The restaurant has only about ten tables.
data/quic360/train/images/8342345249_128b1c64c2_o.jpg,interior,The inside of the church appears to be made out of rocks and stones. The ceiling is large and hollow.
data/quic360/train/images/32650422265_db1d4f8d72_o.jpg,cars,One street is so narrow that cars have parked with two wheels blocking the sidewalk so they do not get hit by other cars as they drive by.
data/quic360/train/images/3458210581_b15bb65f4e_k.jpg,monuments,There is a large water fountain built into the lawn in front of this building. It is made of concrete and surrounded by grass.
data/quic360/train/images/2330143398_6529e62d6a_o.jpg,building,There is a big building filed with many lights and windows. It looks like a large school or university of somekind.
data/quic360/train/images/2934828790_9013e01f14_o.jpg,mountains,"The area is mountainous, but it is at a relatively low elevation.  The rocks at the top are sedimentary as you can see the striations."
data/quic360/train/images/36589450176_31fb025890_o.jpg,location,"We are perched above a great city, it's golden and other various lights make it shine it must have a million or more people here as it light up as far as we can see."
data/quic360/train/images/3606611173_df831bd3e0_b.jpg,cars,There are cars in the lot behind where the people are sitting. They are all medium sized cars in a line of all different colors.
data/quic360/train/images/3051523380_6a45a1e368_o.jpg,trees,An evergreen tree festooned mainly with white lights rises above christmas scenes here during a holiday.
data/quic360/train/images/45134318265_0d84c325e4_o.jpg,people,People can be seen traveling through the pictured square to take pictures and marvel at the sights presented by both the fountain and the well-trimmed hedges.
data/quic360/train/images/46719279545_f430571883_f.jpg,people,There are several people walking by the shops in the mall. There are about a dozen people seated in an outdoor dining area.
data/quic360/train/images/2785360239_1ca3a83a2a_o.jpg,trees,there are different types of trees surrounding the houses and are green in color
data/quic360/train/images/51956066246_90e3c95a3c_f.jpg,arthitecture,The architecture of the building was done by the rock material and each and every art make the building more special one
data/quic360/train/images/3423738511_42fde9bc72_k.jpg,interior,"a pillar is seen on the left, with bricks on the floor and burnt woods lying on the wall to the right, with small grass growing and the burnt roof with a building with red roof outside"
data/quic360/train/images/5026273006_a29e70bbc8_o.jpg,arthitecture,The houses along the river are French style houses reminiscent of the estates built in the 1700's.
data/quic360/train/images/50582484298_1b03f41b15_h.jpg,monuments,There are ice monumets that appear to represent people and animals of some kind. They are all around made of clear and shiny ice.
data/quic360/train/images/10697900683_640804223c_f.jpg,garden,the garden is made into a beautiful landscape with varieties of flowers and trees
data/quic360/train/images/2936154008_f62a707ed2_k.jpg,trees,There are many trees around the building and there are a lot of dry leaves that have fallen
data/quic360/train/images/32263171672_5b1f7527b1_f.jpg,trees,"Most of the trees in this image are palm trees, and the environment is very green, so this is a tropical landscape."
data/quic360/train/images/3717002983_31e98dffcc_o.jpg,location,The area is located on a path going on a nature trail through a grass and a wooded area.  There is nature as far as the eye can see.
data/quic360/train/images/4910130280_02425f4366_b.jpg,people,"There is a mix of people, old men, older women, and possibly younger women looking out the roof top."
data/quic360/train/images/51560614040_bb431c36fd_f.jpg,trees,"There are trees growing on the edge of the mountain. They are not that tall, and appear to be evergreen style."
data/quic360/train/images/27063811991_fd44b190b7_o.jpg,landscape,The landscape mainly contains a concrete parking lot. It's surrounded by trees and green grass.
data/quic360/train/images/2159176972_681827fcfe_k.jpg,building,There are hotel buildings facing the beach. They are several stories tall. They have balconies on each floor and several windows.
data/quic360/train/images/2339998309_85619f8579_k.jpg,weather,"The ground appears to be wet. Though, the sky is bright. There are clouds in the sky."
data/quic360/train/images/40885960640_143c0ef7cc_o.jpg,animals,A short chipmunk mannikin wearing a green shirt is standing near the tall arcade games.
data/quic360/train/images/3907908684_6f1ef7aa58_o.jpg,people,There are some people around the water area but they are not in the water area. They look to just be hanging out.
data/quic360/train/images/35613469693_498a7d83d3_f.jpg,arthitecture,"This building hallway design has an open, airy theme. The hallway has tall, arched ceilings featuring curves that meet at a point."
data/quic360/train/images/37941541094_25675592c4_f.jpg,people,A man with a long brown ponytail that's wearing a black sweatshirt is looking downward at the dog.
data/quic360/train/images/49548251378_696b2060fd_f.jpg,arthitecture,"A bridge that looks double stacked runs across the river, made of concrete and light brown, it appears old but stable."
data/quic360/train/images/5741090492_70ee569958_o.jpg,building,A tall yellow building with windows and many bricks on it has a brown roof.
data/quic360/train/images/2661120775_00ce32c1bb_o.jpg,building,There is one big building that you can see at the far end and looks like a business enterprise
data/quic360/train/images/27744197435_aeccd46a8c_o.jpg,plants,There are plants and flowers of all different colors hanging above a sitting area in a sunny space in this home made of stone.
data/quic360/train/images/19734428140_a5516b4508_o.jpg,mountains,"There are several mountains all around, protruding from the sand. Some have sunlight cast on them and some are dark."
data/quic360/train/images/18932539558_4cb033435c_o.jpg,trees,Here are a group of green trees that shelter the building and create a narrow pathway.
data/quic360/train/images/928544193_061594896e_o.jpg,building,"There is a small horse stable with yellow bricks, a brown roof and three stalls."
data/quic360/train/images/28362265018_7e41614072_o.jpg,plants,This is a treeless area by the sea where most rocks are covered by what looks like giant mosses.  It looks like the area is in a cold climate zone with very little rainfall.  The hill facing the sun has less vegetation than the one away from the sun.
data/quic360/train/images/17049358008_a9a00f5ac5_o.jpg,trees,Two tall trees are lighted with pink lights that are near a yellow big building .
data/quic360/train/images/4400352249_1b7335c0ef_k.jpg,small objects,There is a commercial vacuum cleaner standing on the floor.
data/quic360/train/images/4869300885_85e88e9927_k.jpg,location,"Because of the foliage, particularly the palm trees, this resort is in a tropical country."
data/quic360/train/images/36662973276_865155645b_f.jpg,what they are doing,"People here, largely seem to be older gentlemen, though certainly NOT all. They appear to be hanging out, talking and just socializing."
data/quic360/train/images/7420914634_f1e56b3676_o.jpg,houses,"There is a brick wall leading to a large house. There is a brick wall on the left, and a brick wall in the center, both are short."
data/quic360/train/images/4905342820_89ddc4585a_b.jpg,small objects,There is a bike parked with some items attached to it. It looks like a tarp or tent that is blue and tied to the back of the bike.
data/quic360/train/images/39747816462_a490d7537e_f.jpg,lake,The body of water seems to be a lake as it is enclosed on all seen sides.  The water in the lake is beautiful and a clear blue toned color.  There are rocks lining the bottom of the lake.
data/quic360/train/images/32521030447_a9c60d5901_h.jpg,interior,The interior portion of the cave is carved and well designed by someone. The cave is made by mud and it is tall also
data/quic360/train/images/49548251378_696b2060fd_f.jpg,rivers,"Running under aqueducts we see a river wending it's way, it appears to be fairly fast moving and has blue green colored water."
data/quic360/train/images/7892697638_055cd4b721_k.jpg,mountains,All around in every direction are mountains and some have a little snow on them.
data/quic360/train/images/4096621725_ebe4b9ed40_o.jpg,building,"Multiple rectangular shaped brown buildings are very similar in shape, color and style, they are spread along the horizon in a city here."
data/quic360/train/images/34894471670_2185581256_o.jpg,interior,the interior of the room was very good and the decoration is good
data/quic360/train/images/15452599212_492a883f09_f.jpg,rivers,some wood serving as handrail leading into shore with few persons seen upfront before the river around trees
data/quic360/train/images/3362702790_652c3a1152_k.jpg,weather,The weather appears to be cloudy and nice. You can see the clouds up above. The sun is behind the clouds.
data/quic360/train/images/48812643526_756ca995b4_f.jpg,arthitecture,This historic building is taller than all the other buildings in the city.  This building has many strange turret-like towers ringed by many knobby projections.  Next to us is a viewing room on top of a dome.  The room has windows on all eight sides.
data/quic360/train/images/15579133040_dc88435770_o.jpg,landscape,the landscape of the place founded very slope and the place is natural area and the hill area is very danger to see by its shape and structure
data/quic360/train/images/3319973043_d827be4337_k.jpg,people,The people are walking from one location of the building to another. Some people are waiting against railings staring down at the bottom floor.
data/quic360/train/images/30520950212_f849b5261d_o.jpg,what they are doing,"The customers across from the employees, are sitting at a table, eating a salad."
data/quic360/train/images/51587415102_86ca8306a5_o.jpg,landscape,The land here is open and grassy. The fielded area is large and has some old brick building on it. There are trees and wide open skies.
data/quic360/train/images/33203412163_f677aa133f_f.jpg,interior,"We see the interior of a classroom, it has some brick walls, Small stacks of classroom chairs in an orange color and colorful rainbows decorate another wall."
data/quic360/train/images/8739028220_1a54d5bf70_f.jpg,building,There are  many building which has an extension of ground infront that looks like a ceremonial ground
data/quic360/train/images/43071758211_64143deb1e_o.jpg,building,"Building are scattered throughout the area. Many are covered by trees, but others are shown in the background. Some are very high with multiple floors."
data/quic360/train/images/6041061781_41bb9f8c87_o.jpg,trees,There are maple trees amongst other kinds of trees outside of the temple along the street.
data/quic360/train/images/48971010603_d2b9d0359d_f.jpg,people,People move about around the building and the concrete the building surrounds.
data/quic360/train/images/9069265841_0a56915879_b.jpg,furniture,"Inside the building, there is furniture like tables and shelves"
data/quic360/train/images/52149024100_957b973cb1_o.jpg,sea,An inlet flows into a wider harbor area. The water has a greenish tint to it.
data/quic360/train/images/3332515375_957a5a4824_b.jpg,cars,"Because it is night, there is very little activity visible, but if we look down a street we can see the headlights of some approaching cars."
data/quic360/train/images/5179239230_35bbf9e829_o.jpg,location,The location shown here is some monuments all the sculpture and statue is made by the rock
data/quic360/train/images/32564209700_29ef757478_o.jpg,people,A small shirtless boy wearing a swimsuit is standing on a large rock.
data/quic360/train/images/19372599954_a5bf473b83_o.jpg,people,There are some people sitting on some rocks that are overlooking the river below.
data/quic360/train/images/30572257007_42777db263_o.jpg,rivers,"the river side found to be very large and it have a big bridge over , the people are enjoying the beauty of the water"
data/quic360/train/images/19372583424_2c6403e20e_o.jpg,houses,"a road heading down the hill with an electric pole to the right with trees and grasses, with some couple of houses seen down the hill"
data/quic360/train/images/3777244514_5b8ffda914_o.jpg,arthitecture,This piece or artwork could be called architecture because it takes such shape and really has a large form to it.
data/quic360/train/images/7521470984_dc63341b52_h.jpg,location,The building is located such that it is overlooking the lake and all the main city buildings can be seen off to the right.
data/quic360/train/images/17082232158_712fb99537_f.jpg,location,"The palm trees, the ocean, and the mall bright colored stucco homes make me believe that this is someplace in the Caribbean."
data/quic360/train/images/48452280437_a7e52b63c9_o.jpg,cars,There are many of cars that are parked on the ground around the camps
data/quic360/train/images/2760466674_20663861e7_3k.jpg,people,"There have many people are they are engaged with the race , Every people are appeared with bicycle"
data/quic360/train/images/599737087_b36b375852_k.jpg,houses,there is one old abandoned and unfinished house made of pillars
data/quic360/train/images/51820762081_99bf05fcf8_f.jpg,building,There are several residential houses and there is a car is parked in one of them
data/quic360/train/images/2611978830_fa068fe300_k.jpg,plants,The backyard of the home is filled with green plants of a vast variety.  The area is covered with plants and the back porch has a number of potted plants as well.
data/quic360/train/images/2919665376_b14452bc27_o.jpg,landscape,grass trees brick roads threw the town post fence around
data/quic360/train/images/8162048895_7cc48cb55b_h.jpg,location,The monument is located in a park underneath a very large metal bridge.
data/quic360/train/images/9163543024_fbfbd8a50e_o.jpg,trees,there are various different types of trees and are very tall and looks like a forest
data/quic360/train/images/5276415334_85b3edec66_o.jpg,small objects,There is a small white fan on top of a grey structure that divides some plants on one side from plants on the other side.
data/quic360/train/images/48639028741_f6e66f782b_o.jpg,people,"a man on jean and blue snickers walking on a bridge with several other people walking while some dragging suitcase, on the left side across the bridge on the ground are blue tents with houses behind"
data/quic360/train/images/3237241068_650faeb98b_6k.jpg,what they are doing,people are singing playing guitars and drums when singing very well
data/quic360/train/images/48763999906_f12af4f9d4_f.jpg,sea,"Here we have the sea, it is peppered with rocks, and is to the right of the lighthouse, with bushes in the background."
data/quic360/train/images/7850672970_4be00943c0_o.jpg,art,"These stone statues are very artisitic and have many differrent colors and personalities to them. Some are standing, some look like they are moving and some have different expressions."
data/quic360/train/images/29334896974_f5321dc994_o.jpg,building,A tanned brick building with a lot of white windows has a grey rooftop that is near green trees.
data/quic360/train/images/3638528317_9a5c20ab2a_o.jpg,building,"In the empty ground one man show some tricks, the people happily watch the activity."
data/quic360/train/images/24806740157_f280f08940_f.jpg,trees,there are various trees surrounding the buildings which don't have leaves hence an indication that its autumn season
data/quic360/train/images/50284122422_60382e72dc_o.jpg,traffic,"Behind the resort, a four lane highway takes traffic the length of the isthmus."
data/quic360/train/images/33714220472_16a0a9a3f3_o.jpg,street,There is a highway right in the middle of the water with cars on it. The highway leads to land.
data/quic360/train/images/6988214367_3d14da8b2f_o.jpg,furniture,A bench with wooden boards for a back and two boards for  a seat are attached to green bracing here.
data/quic360/train/images/42979625971_c52841aa4e_o.jpg,people,There are hundreds of people who are travelers with bags and luggage walking through this terminal.
data/quic360/train/images/32968687134_03168f86e8_f.jpg,furniture,"This is in the inside of a furniture store.  There are pieces like tables, sofas, chairs, and lamps that are on display here."
data/quic360/train/images/51095810531_5e5b7bc804_o.jpg,location,This is a music studio. There are several types of musical instruments. There are some speakers and equipment.
data/quic360/train/images/2848957081_16f01e5057_k.jpg,interior,The hall of the area is very big and the walls are filled with advertisement posters and it is in white color and arranged with lights and designs
data/quic360/train/images/16640799436_3d6abc82e1_f.jpg,trees,The trees around the house and lining the street are bare of leaves.
data/quic360/train/images/7336604900_d72a1c4353_f.jpg,furniture,"There are working tables all throughout the room for building on. There are also some sinks on the side of the room and many sheves, cabinets and storage furniture pieces around the edges of the shop."
data/quic360/train/images/27827606643_f7894b43da_o.jpg,plants,There are plants and trees and dense forest all around this hiking area that is placed above a body of water and town below.
data/quic360/train/images/27131544026_c41d500786_o.jpg,plants,"There are two large trees that are alongside a trail. They are all tall and cover most of the image, but you can see there is a trail between them."
data/quic360/train/images/5924228297_f00618b788_o.jpg,weather,The sky is clear and blue. The bright round sun is shining down from above.
data/quic360/train/images/4377281907_5b887aedcb_o.jpg,arthitecture,There is a wooden white bridge that is a bery long tunnel and it is covered in a wooden roofs with exposed wooden beams underneath.
data/quic360/train/images/3347241706_71618325c0_k.jpg,furniture,There are several sets of four blue chairs set up outside of the building in the square.
data/quic360/train/images/5068523274_2073f8381d_b.jpg,weather,"Blue skies above, no clouds, no rain possible, a great day for a magic carpet ride in the bright sun light."
data/quic360/train/images/51328727687_b998580c96_o.jpg,garden,"the garden area of the house was beautiful, It is presented as the half circle shape and the garden contain white, red , pink, flowers also"
data/quic360/train/images/5741090492_70ee569958_o.jpg,arthitecture,There is lots of architecture and buildings here next to a parking lot and some beautiful green fields. There are houses in the field area as well.
data/quic360/train/images/42034122375_8705ef5ee5_o.jpg,building,"the buildings are same color and same formation also , it would be some home stay"
data/quic360/train/images/1877990218_328314635a_o.jpg,weather,The weather is partly sunny with some feathery clouds in the sky. There is steam coming off the ground on the area near the puddles.
data/quic360/train/images/40486000064_1d6f813b7b_f.jpg,people,there are various people of different races viewing the building scenery
data/quic360/train/images/3087183572_9796e7b158_k.jpg,building,"A large building with tall arched windows, apparently made of brick, is built so that it is only inches from a passing road."
data/quic360/train/images/21365318766_0ac5cc5791_6k.jpg,landscape,The land is pretty and lit up by the sunset in the sky. There is short green grass and a paved parking lot.
data/quic360/train/images/47607682721_c6b274a51a_o.jpg,weather,The weather looks cold with many white clouds in the sky that are above the mountains.
data/quic360/train/images/566390998_a02f280aa3_o.jpg,cars,"Here we have several cars, many that are parked in the same direction, they are surrounded by trees, next to pillars."
data/quic360/train/images/1079313926_f5868529b8_o.jpg,cars,Across a lawn a parking lot holds about a dozen cars belonging to the farm workers here.
data/quic360/train/images/1570302547_c25127eab5_o.jpg,landscape,The landscape in this scene is a large green grass field that is closely mowed that completely rings the monument. Around the grass is a large ring of very mature trees. THe landscape is entirely green in coloring and not broken up by other buildings or human additions outside of some concrete pathways through the grass.
data/quic360/train/images/30919688696_a3893d9166_h.jpg,weather,The sky is crisp and clear. The sun has gone down but there aren't any clouds in the sky.
data/quic360/train/images/50091140066_d513519084_o.jpg,trains,A green train engine is displayed in the center of the room under an arched ceiling.
data/quic360/train/images/51575688845_e6a25873da_o.jpg,interior,Lit candles have been placed on wall shelves and tables all around the room.
data/quic360/train/images/33809830888_5ebbfad593_f.jpg,location,A pedestrian walkway in a European style city that has tree lined streets with possibly residential buildings and shops on the lower level.
data/quic360/train/images/2206255991_64c93e9261_o.jpg,arthitecture,"By standing in this location, one can see different architectural types lining the city."
